label,projection_score
0,0.01053894
0,-0.10984357
1,-0.18202335
0,0.0072912797
1,0.14505705
0,-0.09527938
0,0.100716814
0,0.072499946
0,0.0075917626
1,-0.19140653
1,0.10437
1,0.30208635
1,0.00014443742
1,-0.005196886
1,-0.21009602
1,-0.14499554
0,0.14586824
0,0.15024072
1,-0.1254435
0,0.022835173
0,0.012774363
0,0.057201747
1,-0.18069685
0,-0.03717829
0,-0.06702422
1,0.1977714
0,-0.0077739935
0,-0.03847436
1,-0.011407972
1,-0.14630961
0,0.20442402
0,-0.011292824
1,0.040584955
0,0.06545629
1,0.009173652
0,0.023097586
1,-0.012794008
1,0.10501896
1,-0.08874616
0,0.035172522
0,0.051081453
0,0.079307854
1,0.08581005
1,-0.16920583
1,-0.08358003
1,-0.06427145
0,-0.025933262
1,-0.17385077
1,0.027855452
0,0.23161826
1,-0.17583404
0,0.0477418
0,0.022299225
0,-0.015158152
1,-0.0304256
0,0.061868478
0,-0.01144373
1,0.17492743
0,0.040077467
0,-0.031058718
0,-0.089701824
0,0.0035124575
1,-0.14343685
0,-0.031655405
0,0.039726257
1,0.013566952
1,0.11206783
0,0.021085624
0,-0.08634661
1,0.059346534
1,-0.00034273928
1,0.09831008
0,-0.026145197
0,-0.07253397
0,0.14744514
1,-0.042415462
1,0.23244634
0,0.09396834
1,0.041919544
0,0.09107182
1,0.02690401
0,-0.06695376
1,0.14067902
0,0.06934465
