label,pca_x,pca_y
0,-0.031578682,-0.2199883
0,0.19165,-0.07220368
0,-0.0070277806,0.07255373
0,0.108232826,0.06409907
0,-0.17752323,-0.036361665
1,0.31360736,-0.053359687
0,-0.10611059,-0.12395193
1,0.28709453,-0.33483183
1,0.32788923,0.1330976
0,-0.13339303,0.03748025
1,0.025682684,-0.22716592
1,-0.065696195,0.2289676
0,0.15514003,-0.04488966
1,0.26579383,-0.23203294
1,-0.30968314,0.48210114
0,0.26648912,0.032033697
1,0.1698052,0.17172122
0,-0.11802153,-0.083754286
0,0.08874892,-0.2017981
1,-0.1921258,-0.19992043
0,-0.37743115,0.24663791
1,0.6352087,0.19704318
0,-0.034919042,0.030308172
0,0.19089097,-0.110460594
1,0.1727468,0.034008354
0,-0.1509346,0.14046285
0,-0.124919,0.13418163
1,0.11780958,-0.11528878
1,0.27297264,0.04082472
1,-0.26998463,-0.013925672
1,0.011305656,0.016179591
0,-0.015153274,0.054241434
0,0.022093918,-1.5676022e-05
0,-0.20911512,-0.0063989013
0,-0.16041647,0.06950557
1,0.17566465,-0.039521977
0,0.114244655,0.02360741
1,-0.11341697,-0.110916555
1,-0.33916602,-0.05309099
0,-0.014025021,0.052193016
1,-0.083277084,0.3420012
1,0.0065956637,-0.13309313
0,-0.027148444,-0.15329887
0,-0.4116696,-0.04602875
1,0.17221466,0.13172016
1,-0.30564174,-0.015070841
0,0.027379353,-0.029189691
0,-0.15166694,0.15251945
1,-0.09060874,-0.12723692
1,0.17342605,0.25414723
0,0.18880834,0.03418736
1,0.07909167,-0.19356845
0,-0.07089558,0.14773817
0,0.29306608,0.17032786
0,-0.27103087,-0.25573015
1,0.015211221,-0.0069063604
1,0.1658957,0.17791602
0,-0.17144401,-0.046120346
1,-0.23791021,0.0923691
0,0.18129663,0.077812284
1,0.037715185,-0.33462662
1,0.121860534,-0.22645624
1,-0.22127193,-0.15117379
1,0.126398,0.5247268
1,-0.09519026,-0.0808229
0,0.16915992,0.07100565
0,-0.0051942356,-0.108172596
1,0.20654058,0.24720356
1,-0.4456653,0.19365978
1,-0.29735386,0.15058488
1,-0.30949205,0.49660504
0,-0.07482837,0.015555486
1,0.12384902,-0.19385262
0,0.29356033,0.11216094
0,0.25309247,0.19294107
1,-0.047798328,0.010851182
0,-0.014929093,-0.03370616
0,-0.23012888,0.09749896
0,-0.039251026,0.0050680637
1,-0.10068616,0.17913535
1,-0.056338366,0.5233516
0,-0.096714824,0.08391214
0,0.10959029,0.094686605
0,0.039871145,-0.016367868
1,-0.051797226,-0.08739202
0,-0.06609903,-0.024855912
1,0.2778638,-0.10957529
1,0.04890478,0.091212116
0,0.23853815,-0.051320314
0,-0.13548903,0.033349454
0,-0.19933698,0.030109346
1,-0.037373114,-0.19366421
1,-0.38228318,-0.02616088
0,-0.21786065,-0.17766555
0,-0.18496493,-0.04080884
1,0.12583333,0.30069667
1,-0.01858458,0.08126165
0,-0.2669394,0.0036576241
1,0.28263557,-0.31132233
1,-0.07631788,-0.23972525
1,-0.18231776,-0.06677829
0,-0.057439648,-0.009544149
0,-0.07477164,0.016778566
1,-0.21893895,-0.37977517
0,0.1890463,-0.041670382
0,0.11924194,0.08328275
1,-0.14335547,0.020111173
1,-0.31863979,0.20423332
1,0.013074659,0.29150996
1,-0.1185136,0.41033107
0,0.012337882,0.020190835
0,0.14534399,0.12463096
1,-0.19558871,-0.04269409
0,0.023519807,-0.059941277
1,0.15304317,0.037691057
1,-0.11406298,-0.01478675
0,0.28429148,-0.15573208
0,-0.34358066,0.19169131
1,-0.2180003,-0.18117206
0,0.24630827,0.2597788
0,0.067240894,0.03327541
0,-0.1269044,0.018678859
0,0.0070621036,0.19734657
1,-0.29589114,0.22219534
1,-0.20356938,-0.37855983
0,0.092321485,-0.00033654273
1,-0.020569157,-0.14224716
0,-0.059844434,-0.044426277
1,0.17034833,-0.22481464
1,0.065073416,-0.006133899
1,-0.01393793,-0.081539616
0,-0.020513631,0.020462796
0,0.4263728,-0.045180514
1,0.13209778,0.084915385
1,0.22145039,0.14298007
0,-0.18611774,-0.028752983
0,0.05799095,0.0660696
1,0.015458312,0.17687422
0,0.19569388,0.083697796
0,-0.05995448,-0.0070074648
1,-0.13235661,0.05997745
0,-0.059643485,0.26563227
1,0.16651002,0.06322493
1,-0.046852548,-0.37784564
1,-0.20261785,-0.10443835
1,0.34219867,0.16071603
0,0.10673474,-0.065606594
1,0.2592011,-0.12355484
0,-0.12229039,0.08959843
1,-0.034552217,0.091909334
0,-0.043578878,0.015097715
1,-0.3685283,-0.019060537
1,0.055255916,-0.009137765
0,-0.18870628,-0.09047069
0,0.003362272,-0.12162374
0,0.18215472,0.10490734
1,-0.03244267,-0.2917918
1,0.14643049,-0.38607204
0,0.2458916,0.06402242
1,-0.14526594,0.003707245
0,-0.25030264,-0.21188952
1,-0.058993008,-0.053081214
1,0.080893174,0.16221562
0,-0.003299456,-0.08557238
0,-0.23301716,0.07242686
1,0.17554162,0.018782176
0,0.12771419,0.0039812922
0,0.075904086,0.11370668
1,-0.04776275,-0.31568962
1,0.1386455,-0.11784579
1,0.61070895,-0.21864216
1,0.49852467,-0.034759358
0,-0.17207426,-0.036169127
1,0.30852512,-0.061844394
1,-0.050843,0.29953212
1,-0.21981971,-0.19351734
0,0.23440391,-0.11141294
1,-0.15106297,-0.23267804
0,0.09840694,-0.047480226
0,0.098571226,0.040639393
1,-0.1389528,0.46903247
0,-0.22823371,-0.006389484
0,-0.23078644,0.21786661
0,0.039723475,0.03679087
0,0.34571952,0.015133053
0,0.013903271,0.07893674
0,0.34930468,-0.058507442
1,0.02687503,-0.22271304
1,0.00090742856,-0.48137432
0,0.30148888,0.06075927
1,-0.4475115,0.38218305
1,-0.20477955,0.046844035
1,0.08256683,-0.12884615
0,0.28293917,-0.04911092
1,0.07235129,-0.11627431
0,-0.10111463,-0.005770892
1,0.29075104,-0.17796038
1,-0.0006392561,-0.02421847
1,0.022469345,0.22847793
0,-0.11798844,-0.13232432
0,0.034417484,-0.055497095
1,-0.004039839,-0.12742423
1,0.04879125,0.4181642
1,-0.23900847,0.19766304
0,-0.19139302,0.16574149
1,0.088801,-0.44960284
0,-0.24305135,-0.15863897
1,0.15375084,-0.18216078
1,-0.3583,-0.074711114
1,0.070342824,-0.3261255
0,0.17118469,0.13922472
1,-0.0055857003,0.26933044
0,-0.051274505,0.06299558
0,-0.108326554,0.132685
1,-0.07101761,-0.48796576
1,0.12708731,0.045116425
